customer_id,first_name,last_name,age,region,state,annual_income,income_class,tax_bracket,credit_score,debt_to_income_ratio,loan_amount,loan_term_months,base_interest_rate,risk_adjusted_interest_rate,loan_purpose,employment_status,delinquency_history,existing_mortgages,has_co_signer,property_type,property_value,ltv_ratio,application_status
CUST1096,Mia,Khan,28,Midwest,IL,291057,Affluent,32%,701,23%,321698,180,8.23,7.99,Refinance,Self-Employed,1 late,0,True,Multi-Family,1145614,28.08%,Pending
CUST1097,Ethan,Bennett,26,Southwest,NM,53116,Lower Middle,15%,538,21%,174809,120,5.91,6.13,Investment Property,Self-Employed,1 late,0,True,Multi-Family,1079666,16.19%,Rejected
CUST1098,Emily,Brown,42,Southwest,NM,268913,Affluent,32%,718,54%,189402,180,7.73,8.11,Auto Loan,Self-Employed,2+ delinquencies,2,True,Townhouse,1046220,18.1%,Rejected
CUST1099,Emily,Singh,65,West,CA,134448,Middle,22%,680,28%,243786,360,6.2,6.06,Auto Loan,Part-Time,None,0,False,Multi-Family,1428722,17.06%,Rejected
CUST1100,Noah,Turner,25,South,FL,63367,Lower Middle,15%,770,29%,878556,360,7.17,6.75,Investment Property,Self-Employed,2+ delinquencies,1,True,Condo,704351,124.73%,Rejected
CUST1101,Ethan,Patel,30,Midwest,IL,39529,Lower,12%,828,41%,82882,180,4.55,4.37,Refinance,Unemployed,1 late,2,True,N/A,0,0%,Rejected
CUST1102,Marcus,Chen,54,Northeast,PA,61368,Lower Middle,15%,592,32%,236845,360,7.24,7.68,Auto Loan,Self-Employed,1 late,1,False,N/A,0,0%,Approved
CUST1103,Aisha,Patel,34,West,CO,62326,Lower Middle,15%,741,31%,416540,180,6.67,6.59,Refinance,Self-Employed,1 late,0,False,Single Family,626432,66.49%,Rejected
CUST1104,Ryan,Bennett,67,Northeast,NJ,160661,Upper Middle,24%,527,40%,84510,180,4.86,5.46,Investment Property,Unemployed,2+ delinquencies,2,False,Single Family,560265,15.08%,Pending
CUST1105,Noah,Khan,29,West,CO,274367,Affluent,32%,537,21%,79870,180,4.41,4.63,Investment Property,Unemployed,None,2,True,Condo,1023883,7.8%,Approved
CUST1106,Sophia,Kim,57,Midwest,IL,248735,Affluent,32%,647,50%,119353,180,4.78,5.58,Investment Property,Unemployed,2+ delinquencies,2,True,Multi-Family,561204,21.27%,Rejected
CUST1107,Olivia,Singh,69,South,NC,45852,Lower,12%,585,25%,636643,120,4.16,4.46,Primary Home Purchase,Self-Employed,2+ delinquencies,2,True,Condo,937263,67.93%,Approved
CUST1108,Marcus,Turner,21,Northeast,PA,57431,Lower Middle,15%,826,34%,528751,360,4.05,3.73,Auto Loan,Full-Time,None,2,False,N/A,0,0%,Rejected
CUST1109,Olivia,Chen,36,Northeast,MA,379829,Affluent,32%,641,25%,512506,180,4.55,4.85,Investment Property,Unemployed,1 late,2,False,Multi-Family,917160,55.88%,Approved
CUST1110,Noah,Chen,43,West,OR,39327,Lower,12%,820,40%,406580,180,6.84,6.64,Investment Property,Full-Time,None,1,True,N/A,0,0%,Pending
CUST1111,Aisha,Lopez,63,West,CO,37899,Lower,12%,580,52%,511015,120,6.21,7.05,Refinance,Part-Time,2+ delinquencies,2,True,Single Family,220017,232.26%,Rejected
CUST1112,Sophia,Turner,26,Northeast,NJ,242465,Affluent,32%,788,50%,307470,180,6.06,6.06,Refinance,Full-Time,2+ delinquencies,1,False,Townhouse,1316878,23.35%,Approved
CUST1113,Ryan,Chen,25,Midwest,MI,369758,Affluent,32%,787,35%,278339,180,6.71,6.41,Auto Loan,Part-Time,1 late,0,True,Condo,162504,171.28%,Rejected
CUST1114,Sophia,Chen,37,West,OR,392340,Affluent,32%,541,28%,824072,360,8.47,8.83,Refinance,Unemployed,1 late,1,True,Condo,1218993,67.6%,Pending
CUST1115,Daniel,Kim,54,South,NC,264481,Affluent,32%,699,37%,659122,120,5.82,5.86,Primary Home Purchase,Full-Time,None,0,False,N/A,0,0%,Approved
CUST1116,Olivia,Jones,28,Midwest,MI,363060,Affluent,32%,677,50%,286847,360,5.49,5.79,Primary Home Purchase,Self-Employed,None,2,True,Single Family,466804,61.45%,Approved
CUST1117,Marcus,Chen,42,Midwest,IL,344856,Affluent,32%,696,25%,564021,120,4.28,4.08,Auto Loan,Part-Time,1 late,0,True,Townhouse,665639,84.73%,Approved
CUST1118,Olivia,Turner,68,West,CO,183354,Upper Middle,24%,563,36%,517432,120,5.92,6.44,Auto Loan,Full-Time,2+ delinquencies,0,False,Townhouse,1183091,43.74%,Approved
CUST1119,Sophia,Bennett,66,Northeast,PA,197116,Upper Middle,24%,656,27%,554703,120,5.51,5.85,Primary Home Purchase,Full-Time,2+ delinquencies,1,True,Condo,605007,91.69%,Rejected
CUST1120,Olivia,Patel,44,Midwest,OH,305079,Affluent,32%,799,17%,618323,120,8.36,7.7,Primary Home Purchase,Self-Employed,1 late,1,False,Multi-Family,226293,273.24%,Pending
CUST1121,Ethan,Singh,26,Northeast,NJ,208388,Upper Middle,24%,753,45%,165310,180,7.72,7.92,Refinance,Unemployed,1 late,1,False,Townhouse,618182,26.74%,Approved
CUST1122,Ryan,Lopez,33,Northeast,MA,51179,Lower Middle,15%,631,18%,703724,180,5.54,5.7,Auto Loan,Part-Time,2+ delinquencies,2,False,Single Family,382476,183.99%,Rejected
CUST1123,Olivia,Khan,35,Midwest,MI,223652,Affluent,32%,733,50%,877058,180,4.81,5.11,Primary Home Purchase,Part-Time,1 late,0,False,Townhouse,615916,142.4%,Pending
CUST1124,Daniel,Jones,27,Southwest,NM,260842,Affluent,32%,612,38%,886765,360,5.36,5.92,Primary Home Purchase,Unemployed,None,2,True,Townhouse,1042334,85.07%,Rejected
CUST1125,Aisha,Lopez,53,South,FL,313745,Affluent,32%,787,41%,569161,120,7.5,7.32,Refinance,Full-Time,None,2,False,N/A,0,0%,Rejected
CUST1126,Emily,Kim,73,Northeast,NY,37482,Lower,12%,815,46%,695979,360,4.86,4.78,Primary Home Purchase,Full-Time,1 late,0,True,Condo,183018,380.28%,Pending
CUST1127,Mia,Patel,64,South,GA,43601,Lower,12%,698,36%,586201,180,5.5,5.52,Primary Home Purchase,Self-Employed,1 late,0,False,N/A,0,0%,Rejected
CUST1128,Noah,Brown,68,West,CA,239229,Affluent,32%,791,34%,715918,360,8.43,8.11,Refinance,Full-Time,None,2,False,Multi-Family,1343222,53.3%,Pending
CUST1129,Noah,Lopez,72,Midwest,IL,284799,Affluent,32%,781,33%,304494,180,6.24,5.9,Auto Loan,Unemployed,None,0,True,Condo,453199,67.19%,Approved
CUST1130,Ethan,Lopez,59,Southwest,AZ,390742,Affluent,32%,734,40%,194121,180,7.23,7.33,Auto Loan,Part-Time,1 late,1,True,Townhouse,1315349,14.76%,Rejected
CUST1131,Mia,Patel,50,Midwest,OH,245101,Affluent,32%,723,17%,550590,120,5.36,5.0,Primary Home Purchase,Unemployed,2+ delinquencies,2,False,Condo,649931,84.72%,Pending
CUST1132,Ryan,Kim,66,West,CA,132592,Middle,22%,581,34%,503017,360,8.35,8.83,Investment Property,Full-Time,None,2,False,N/A,0,0%,Pending
CUST1133,Aisha,Lopez,73,West,CO,266641,Affluent,32%,766,19%,379711,180,5.67,5.05,Primary Home Purchase,Full-Time,None,1,True,Condo,574614,66.08%,Pending
CUST1134,Sophia,Brown,62,South,NC,308900,Affluent,32%,804,23%,720392,360,5.4,4.86,Primary Home Purchase,Unemployed,2+ delinquencies,1,False,Condo,133096,541.26%,Approved
CUST1135,Mia,Chen,43,Southwest,OK,70058,Lower Middle,15%,655,33%,539454,360,5.84,6.3,Auto Loan,Full-Time,2+ delinquencies,2,False,N/A,0,0%,Pending
CUST1136,Marcus,Jones,57,West,OR,33728,Lower,12%,645,41%,706307,180,8.17,8.79,Investment Property,Self-Employed,None,1,False,N/A,0,0%,Pending
CUST1137,Emily,Singh,44,Northeast,MA,231926,Affluent,32%,803,39%,196477,120,5.19,4.97,Investment Property,Full-Time,2+ delinquencies,0,False,Townhouse,816626,24.06%,Approved
CUST1138,Mia,Jones,36,Midwest,OH,328784,Affluent,32%,657,31%,776589,360,8.17,8.59,Investment Property,Full-Time,None,2,False,Townhouse,186435,416.55%,Approved
CUST1139,Daniel,Kim,72,South,GA,47528,Lower,12%,588,20%,749328,360,4.63,4.83,Refinance,Unemployed,None,0,False,N/A,0,0%,Approved
CUST1140,Sophia,Patel,69,Midwest,MI,118918,Middle,22%,681,54%,539100,360,8.08,8.46,Auto Loan,Unemployed,1 late,2,False,Multi-Family,1273283,42.34%,Approved
CUST1141,Noah,Khan,22,Southwest,NM,98947,Middle,22%,673,40%,572389,120,7.62,7.72,Primary Home Purchase,Part-Time,1 late,0,True,Multi-Family,1489939,38.42%,Pending
CUST1142,Mia,Khan,70,Midwest,WI,154750,Upper Middle,24%,792,21%,307391,120,7.59,7.01,Refinance,Full-Time,None,0,True,Townhouse,1379503,22.28%,Rejected
CUST1143,Noah,Lopez,55,West,CA,298821,Affluent,32%,701,19%,615904,120,7.08,6.76,Primary Home Purchase,Unemployed,2+ delinquencies,0,True,N/A,0,0%,Approved
CUST1144,Olivia,Turner,60,Southwest,OK,71713,Lower Middle,15%,824,21%,838637,360,7.44,6.86,Investment Property,Unemployed,None,0,False,Single Family,355995,235.58%,Rejected
CUST1145,Marcus,Singh,34,Midwest,IL,92995,Middle,22%,639,47%,813416,120,5.27,6.01,Auto Loan,Full-Time,2+ delinquencies,1,True,Condo,197574,411.7%,Rejected
CUST1146,Ethan,Lopez,54,West,CO,399531,Affluent,32%,721,16%,217820,120,8.14,7.76,Auto Loan,Unemployed,None,1,False,Single Family,147114,148.06%,Rejected
CUST1147,Marcus,Singh,33,Northeast,NJ,297421,Affluent,32%,764,34%,816809,360,5.31,4.99,Refinance,Full-Time,2+ delinquencies,1,False,Single Family,129460,630.94%,Approved
CUST1148,Daniel,Singh,34,Southwest,OK,95781,Middle,22%,758,51%,80086,360,6.3,6.62,Primary Home Purchase,Full-Time,1 late,1,False,Multi-Family,456783,17.53%,Rejected
CUST1149,Daniel,Bennett,53,South,FL,124877,Middle,22%,665,50%,109668,120,5.65,5.95,Auto Loan,Unemployed,2+ delinquencies,2,True,Single Family,413935,26.49%,Rejected
CUST1150,Aisha,Patel,32,Northeast,NY,164724,Upper Middle,24%,705,53%,457244,180,4.67,5.03,Investment Property,Full-Time,2+ delinquencies,0,False,N/A,0,0%,Rejected
CUST1151,Marcus,Turner,59,South,NC,349115,Affluent,32%,790,33%,145195,120,4.71,4.37,Refinance,Self-Employed,2+ delinquencies,0,True,Townhouse,796921,18.22%,Approved
CUST1152,Marcus,Turner,67,Northeast,NY,167095,Upper Middle,24%,583,40%,221481,120,7.83,8.43,Primary Home Purchase,Part-Time,None,2,False,N/A,0,0%,Pending
CUST1153,Daniel,Khan,30,Southwest,AZ,72399,Lower Middle,15%,722,51%,826343,360,6.52,6.84,Primary Home Purchase,Full-Time,2+ delinquencies,2,True,Single Family,101157,816.89%,Approved
CUST1154,Emily,Khan,39,Southwest,NM,186571,Upper Middle,24%,797,30%,766300,180,4.84,4.44,Refinance,Unemployed,2+ delinquencies,2,True,Single Family,230468,332.5%,Approved
CUST1155,Ethan,Turner,54,Southwest,NV,321525,Affluent,32%,662,50%,687559,120,7.2,7.5,Primary Home Purchase,Self-Employed,None,2,True,Single Family,1034093,66.49%,Rejected
CUST1156,Aisha,Bennett,30,South,FL,388149,Affluent,32%,559,15%,72766,180,6.94,7.04,Auto Loan,Part-Time,2+ delinquencies,0,True,N/A,0,0%,Approved
CUST1157,Aisha,Patel,55,Northeast,PA,252309,Affluent,32%,783,38%,246582,120,7.95,7.71,Investment Property,Part-Time,2+ delinquencies,2,True,Single Family,611369,40.33%,Approved
CUST1158,Marcus,Khan,27,West,CA,47985,Lower,12%,776,21%,540899,360,6.23,5.65,Investment Property,Unemployed,2+ delinquencies,0,True,Townhouse,455651,118.71%,Pending
CUST1159,Emily,Turner,27,South,TX,202473,Upper Middle,24%,520,52%,624342,120,5.08,5.92,Refinance,Unemployed,1 late,0,True,Condo,789192,79.11%,Approved
CUST1160,Mia,Kim,44,Southwest,OK,198534,Upper Middle,24%,828,46%,808315,180,8.19,8.11,Refinance,Self-Employed,1 late,1,False,Single Family,567976,142.31%,Rejected
CUST1161,Ethan,Chen,27,Southwest,OK,121997,Middle,22%,695,50%,730849,360,5.54,5.84,Auto Loan,Self-Employed,2+ delinquencies,1,False,Condo,1124221,65.01%,Approved
CUST1162,Ryan,Turner,23,Midwest,MI,313878,Affluent,32%,820,49%,436582,120,5.02,5.0,Primary Home Purchase,Part-Time,2+ delinquencies,0,False,Townhouse,1349157,32.36%,Pending
CUST1163,Noah,Patel,31,Southwest,NM,131345,Middle,22%,605,43%,214411,180,7.02,7.68,Refinance,Part-Time,None,0,False,N/A,0,0%,Approved
CUST1164,Noah,Jones,33,Southwest,NM,129821,Middle,22%,775,45%,635072,180,8.28,8.18,Investment Property,Self-Employed,None,2,True,Condo,870919,72.92%,Rejected
CUST1165,Daniel,Lopez,46,West,OR,89615,Middle,22%,594,28%,851537,180,4.52,4.88,Investment Property,Full-Time,1 late,0,False,Townhouse,920720,92.49%,Approved
CUST1166,Ethan,Lopez,65,West,WA,380376,Affluent,32%,689,40%,147739,120,7.06,7.16,Primary Home Purchase,Full-Time,None,2,True,N/A,0,0%,Pending
CUST1167,Sophia,Jones,56,South,GA,156892,Upper Middle,24%,724,18%,193954,180,5.74,5.4,Investment Property,Full-Time,2+ delinquencies,2,True,Condo,491855,39.43%,Rejected
CUST1168,Aisha,Chen,50,Northeast,NY,137739,Middle,22%,794,21%,846651,180,4.05,3.47,Refinance,Unemployed,2+ delinquencies,2,True,Condo,1149670,73.64%,Approved
CUST1169,Marcus,Singh,29,Midwest,OH,61854,Lower Middle,15%,832,39%,853543,120,4.91,4.69,Refinance,Unemployed,1 late,1,True,Townhouse,427806,199.52%,Approved
CUST1170,Marcus,Singh,35,West,OR,179080,Upper Middle,24%,595,43%,713178,360,7.95,8.61,Refinance,Full-Time,1 late,1,True,Multi-Family,508297,140.31%,Pending
CUST1171,Sophia,Bennett,71,Northeast,PA,106377,Middle,22%,543,26%,483467,180,5.57,5.89,Primary Home Purchase,Unemployed,2+ delinquencies,2,True,Townhouse,231391,208.94%,Rejected
CUST1172,Olivia,Chen,72,Southwest,OK,244649,Affluent,32%,561,27%,141368,180,5.97,6.31,Primary Home Purchase,Full-Time,None,2,False,Townhouse,198222,71.32%,Rejected
CUST1173,Ryan,Singh,46,Northeast,MA,170752,Upper Middle,24%,626,30%,427186,180,6.62,7.02,Primary Home Purchase,Full-Time,None,0,False,Condo,1472993,29.0%,Rejected
CUST1174,Daniel,Brown,40,Midwest,WI,57182,Lower Middle,15%,524,34%,452003,120,6.1,6.58,Investment Property,Full-Time,None,1,False,Townhouse,1095261,41.27%,Rejected
CUST1175,Ryan,Turner,66,Midwest,OH,267706,Affluent,32%,617,38%,752661,120,5.83,6.39,Investment Property,Unemployed,2+ delinquencies,0,False,N/A,0,0%,Pending
CUST1176,Sophia,Singh,36,West,WA,260205,Affluent,32%,606,23%,602375,120,6.92,7.18,Refinance,Unemployed,None,2,False,Multi-Family,1070387,56.28%,Pending
CUST1177,Marcus,Turner,24,Southwest,AZ,331864,Affluent,32%,759,48%,104457,180,4.3,4.56,Primary Home Purchase,Full-Time,2+ delinquencies,2,False,Townhouse,753641,13.86%,Approved
CUST1178,Daniel,Singh,32,Midwest,IL,303482,Affluent,32%,800,42%,139606,120,7.36,7.2,Primary Home Purchase,Unemployed,2+ delinquencies,2,False,Single Family,809221,17.25%,Rejected
CUST1179,Ethan,Jones,60,Northeast,MA,85998,Middle,22%,544,31%,231172,120,8.11,8.53,Refinance,Part-Time,1 late,1,True,Townhouse,1082383,21.36%,Approved
CUST1180,Ethan,Patel,58,South,FL,121810,Middle,22%,661,53%,399894,180,5.02,5.38,Refinance,Self-Employed,None,1,False,N/A,0,0%,Pending
CUST1181,Emily,Lopez,67,Northeast,NJ,73638,Lower Middle,15%,670,24%,65213,360,7.99,7.77,Auto Loan,Unemployed,None,2,False,Single Family,852354,7.65%,Pending
CUST1182,Aisha,Chen,70,West,WA,175384,Upper Middle,24%,623,43%,759346,180,7.56,8.22,Refinance,Self-Employed,None,2,False,Single Family,343648,220.97%,Pending
CUST1183,Ethan,Chen,41,Midwest,WI,330931,Affluent,32%,594,47%,788587,120,7.21,7.95,Primary Home Purchase,Self-Employed,1 late,2,True,Townhouse,1280971,61.56%,Pending
CUST1184,Aisha,Turner,22,Northeast,NY,227303,Affluent,32%,676,54%,127585,360,5.29,5.67,Investment Property,Part-Time,1 late,0,True,Townhouse,868634,14.69%,Rejected
CUST1185,Ethan,Kim,39,Midwest,OH,163878,Upper Middle,24%,680,21%,74718,180,4.8,4.52,Refinance,Self-Employed,1 late,2,True,Single Family,506185,14.76%,Approved
CUST1186,Marcus,Lopez,32,Midwest,MI,301246,Affluent,32%,555,20%,700616,180,5.6,5.8,Refinance,Part-Time,2+ delinquencies,0,False,N/A,0,0%,Rejected
CUST1187,Aisha,Kim,36,Southwest,OK,268723,Affluent,32%,823,28%,311712,120,8.41,7.97,Investment Property,Full-Time,None,0,True,Single Family,767887,40.59%,Rejected
CUST1188,Marcus,Lopez,47,Northeast,MA,32355,Lower,12%,693,28%,509501,180,6.69,6.55,Auto Loan,Self-Employed,None,1,False,Townhouse,584898,87.11%,Pending
CUST1189,Ethan,Jones,64,South,NC,69056,Lower Middle,15%,705,47%,351829,360,6.15,6.39,Primary Home Purchase,Unemployed,None,2,False,N/A,0,0%,Approved
CUST1190,Ryan,Khan,72,Northeast,PA,312294,Affluent,32%,761,15%,458016,360,7.56,6.86,Primary Home Purchase,Part-Time,1 late,1,False,Condo,1270325,36.06%,Approved
CUST1191,Ethan,Lopez,28,Southwest,OK,383594,Affluent,32%,532,26%,378241,120,5.74,6.06,Investment Property,Full-Time,1 late,1,False,Condo,770366,49.1%,Approved
CUST1192,Sophia,Turner,67,Midwest,MI,249592,Affluent,32%,788,23%,97582,120,7.38,6.84,Refinance,Self-Employed,None,2,True,N/A,0,0%,Rejected
CUST1193,Emily,Patel,48,Northeast,MA,37213,Lower,12%,613,24%,459180,180,5.04,5.32,Investment Property,Part-Time,2+ delinquencies,0,False,Single Family,315787,145.41%,Rejected
CUST1194,Daniel,Jones,64,South,TX,370398,Affluent,32%,811,23%,777362,120,7.82,7.28,Investment Property,Full-Time,None,1,True,Townhouse,256251,303.36%,Pending
CUST1195,Aisha,Turner,49,Northeast,NJ,389553,Affluent,32%,811,19%,630159,360,6.41,5.79,Refinance,Part-Time,1 late,0,False,Multi-Family,682651,92.31%,Rejected
CUST1196,Emily,Bennett,49,Northeast,NY,49477,Lower,12%,775,16%,572471,180,6.21,5.53,Primary Home Purchase,Full-Time,2+ delinquencies,2,True,Condo,1084608,52.78%,Rejected
CUST1197,Daniel,Jones,67,Southwest,AZ,43188,Lower,12%,707,20%,685361,120,4.84,4.54,Primary Home Purchase,Part-Time,1 late,1,False,Townhouse,295448,231.97%,Rejected
CUST1198,Sophia,Brown,45,West,OR,336658,Affluent,32%,532,48%,641296,360,6.97,7.73,Refinance,Unemployed,2+ delinquencies,1,False,Single Family,1399365,45.83%,Approved
CUST1199,Mia,Lopez,39,West,WA,241670,Affluent,32%,616,35%,871601,120,4.06,4.56,Auto Loan,Self-Employed,1 late,2,False,Single Family,889454,97.99%,Approved
CUST1200,Mia,Jones,41,Midwest,WI,360240,Affluent,32%,649,41%,526673,180,5.54,6.16,Refinance,Self-Employed,1 late,0,False,Condo,475063,110.86%,Pending
CUST1201,Noah,Bennett,30,Northeast,MA,95125,Middle,22%,688,43%,285077,180,5.39,5.55,Investment Property,Self-Employed,None,2,False,Condo,1079602,26.41%,Approved
CUST1202,Sophia,Chen,34,South,GA,390559,Affluent,32%,667,27%,427546,180,7.94,7.78,Auto Loan,Part-Time,None,0,False,N/A,0,0%,Rejected
CUST1203,Aisha,Jones,45,Southwest,OK,363027,Affluent,32%,730,15%,381798,360,6.07,5.67,Auto Loan,Unemployed,None,1,True,N/A,0,0%,Approved
CUST1204,Mia,Chen,24,South,FL,44546,Lower,12%,572,26%,51304,360,4.17,4.49,Primary Home Purchase,Unemployed,2+ delinquencies,2,True,Condo,1248621,4.11%,Rejected
CUST1205,Olivia,Brown,71,Southwest,AZ,149645,Upper Middle,24%,831,15%,75090,180,6.2,5.5,Refinance,Full-Time,2+ delinquencies,1,False,Condo,1029456,7.29%,Pending
CUST1206,Daniel,Patel,52,Southwest,NV,174776,Upper Middle,24%,573,31%,611544,120,5.69,6.11,Investment Property,Self-Employed,None,1,False,Condo,954479,64.07%,Rejected
CUST1207,Daniel,Jones,61,West,OR,336935,Affluent,32%,560,49%,841376,360,5.21,5.99,Auto Loan,Part-Time,1 late,2,False,Townhouse,296879,283.41%,Pending
CUST1208,Ethan,Chen,72,West,OR,82082,Middle,22%,639,47%,115711,180,8.22,8.96,Auto Loan,Full-Time,1 late,2,False,Townhouse,380714,30.39%,Rejected
CUST1209,Aisha,Singh,66,Northeast,PA,105348,Middle,22%,803,18%,331719,120,6.94,6.3,Auto Loan,Unemployed,1 late,1,True,Condo,91357,363.1%,Pending
CUST1210,Ryan,Chen,42,Midwest,IL,345462,Affluent,32%,603,31%,496722,360,4.22,4.64,Auto Loan,Part-Time,1 late,1,False,Townhouse,1449993,34.26%,Approved
CUST1211,Sophia,Singh,40,West,WA,368751,Affluent,32%,614,16%,784124,360,5.82,5.94,Refinance,Part-Time,2+ delinquencies,2,False,N/A,0,0%,Rejected
CUST1212,Aisha,Jones,74,Midwest,OH,171902,Upper Middle,24%,735,30%,779443,360,5.41,5.31,Investment Property,Self-Employed,1 late,0,True,Multi-Family,118872,655.7%,Rejected
CUST1213,Noah,Turner,50,Northeast,MA,255449,Affluent,32%,799,31%,201343,180,8.03,7.65,Refinance,Self-Employed,1 late,0,True,Multi-Family,191414,105.19%,Pending
CUST1214,Olivia,Kim,36,Northeast,PA,353193,Affluent,32%,669,28%,825471,120,4.45,4.31,Auto Loan,Part-Time,1 late,2,True,Townhouse,1465823,56.31%,Approved
CUST1215,Aisha,Turner,57,South,GA,163206,Upper Middle,24%,783,16%,276270,120,4.9,4.22,Investment Property,Full-Time,None,2,False,Townhouse,1117825,24.71%,Rejected
CUST1216,Marcus,Turner,53,Southwest,AZ,110528,Middle,22%,781,48%,165742,180,7.13,7.09,Auto Loan,Self-Employed,None,1,True,Multi-Family,913297,18.15%,Approved
CUST1217,Ethan,Bennett,25,South,FL,199839,Upper Middle,24%,616,41%,707362,180,5.64,6.26,Auto Loan,Part-Time,1 late,2,True,Multi-Family,1468963,48.15%,Pending
CUST1218,Olivia,Khan,40,West,CO,242204,Affluent,32%,651,24%,486211,120,5.11,5.39,Investment Property,Full-Time,2+ delinquencies,2,True,Townhouse,840528,57.85%,Approved
CUST1219,Olivia,Singh,51,West,CA,208583,Upper Middle,24%,644,17%,50637,360,7.48,7.62,Primary Home Purchase,Unemployed,1 late,0,False,Single Family,157185,32.21%,Pending
CUST1220,Marcus,Bennett,58,Southwest,NM,117762,Middle,22%,769,51%,645144,120,4.11,4.13,Investment Property,Full-Time,1 late,2,False,Multi-Family,1028941,62.7%,Approved
CUST1221,Ethan,Singh,65,Southwest,OK,278945,Affluent,32%,686,19%,809401,180,8.08,7.76,Refinance,Part-Time,1 late,1,True,Condo,565705,143.08%,Pending
CUST1222,Aisha,Kim,34,West,CO,384000,Affluent,32%,642,43%,503648,120,7.09,7.75,Investment Property,Self-Employed,1 late,0,True,N/A,0,0%,Rejected
CUST1223,Marcus,Brown,52,West,CA,94636,Middle,22%,572,38%,639409,180,4.56,5.12,Auto Loan,Unemployed,None,2,False,Condo,623249,102.59%,Pending
CUST1224,Olivia,Kim,56,West,CA,188895,Upper Middle,24%,584,42%,788592,180,8.2,8.84,Auto Loan,Full-Time,None,2,False,Multi-Family,628524,125.47%,Rejected
CUST1225,Marcus,Brown,46,Northeast,MA,199252,Upper Middle,24%,564,50%,531239,180,6.48,7.28,Primary Home Purchase,Full-Time,None,0,False,Townhouse,1307318,40.64%,Approved
CUST1226,Aisha,Brown,74,Midwest,IL,362744,Affluent,32%,584,32%,367032,120,4.78,5.22,Primary Home Purchase,Part-Time,2+ delinquencies,2,False,N/A,0,0%,Approved
CUST1227,Ryan,Brown,74,South,FL,231157,Affluent,32%,749,52%,818693,120,7.47,7.81,Investment Property,Full-Time,2+ delinquencies,0,True,Single Family,1385720,59.08%,Rejected
CUST1228,Emily,Lopez,47,South,NC,249249,Affluent,32%,739,42%,425513,120,7.56,7.7,Refinance,Part-Time,1 late,0,True,Multi-Family,768484,55.37%,Rejected
CUST1229,Sophia,Jones,69,Midwest,OH,397507,Affluent,32%,673,30%,859669,120,5.81,5.71,Refinance,Full-Time,1 late,0,False,Single Family,1131429,75.98%,Approved
CUST1230,Noah,Jones,23,West,CA,362860,Affluent,32%,596,46%,454862,180,8.41,9.13,Refinance,Full-Time,1 late,0,False,Townhouse,174203,261.11%,Pending
CUST1231,Ryan,Patel,30,Northeast,PA,260648,Affluent,32%,748,21%,873426,120,8.32,8.04,Auto Loan,Self-Employed,1 late,1,True,N/A,0,0%,Rejected
CUST1232,Daniel,Jones,22,Southwest,NM,197506,Upper Middle,24%,565,39%,387593,360,8.45,9.03,Refinance,Full-Time,None,0,True,Single Family,140941,275.0%,Approved
CUST1233,Ryan,Bennett,27,South,NC,385973,Affluent,32%,736,17%,200193,180,6.94,6.58,Investment Property,Self-Employed,None,1,False,Multi-Family,1421915,14.08%,Approved
CUST1234,Marcus,Jones,56,South,FL,394913,Affluent,32%,739,53%,552578,120,6.53,6.89,Auto Loan,Part-Time,None,0,True,Townhouse,683986,80.79%,Rejected
CUST1235,Emily,Kim,62,South,FL,195720,Upper Middle,24%,727,32%,712887,120,7.26,7.2,Primary Home Purchase,Full-Time,None,2,False,Condo,297483,239.64%,Approved
CUST1236,Sophia,Kim,58,South,FL,162156,Upper Middle,24%,560,16%,111282,180,4.91,5.03,Investment Property,Unemployed,1 late,2,False,Townhouse,1497713,7.43%,Pending
CUST1237,Ryan,Patel,73,Northeast,PA,148292,Upper Middle,24%,817,50%,286424,180,4.65,4.65,Primary Home Purchase,Full-Time,None,2,True,N/A,0,0%,Approved
CUST1238,Marcus,Khan,36,South,NC,280747,Affluent,32%,561,45%,375053,180,5.77,6.47,Auto Loan,Self-Employed,2+ delinquencies,0,True,Townhouse,147258,254.69%,Pending
CUST1239,Olivia,Khan,56,Southwest,AZ,269015,Affluent,32%,638,15%,651076,360,5.93,6.03,Refinance,Unemployed,1 late,2,True,Townhouse,127907,509.02%,Pending
CUST1240,Ryan,Jones,30,Southwest,AZ,340483,Affluent,32%,837,31%,858344,120,7.06,6.68,Refinance,Self-Employed,2+ delinquencies,0,False,Single Family,1458284,58.86%,Pending
CUST1241,Emily,Chen,52,Midwest,IL,344636,Affluent,32%,676,41%,474286,360,5.94,6.06,Investment Property,Part-Time,None,1,True,N/A,0,0%,Pending
CUST1242,Ryan,Chen,38,Midwest,OH,162046,Upper Middle,24%,813,40%,644495,180,7.14,6.94,Auto Loan,Self-Employed,1 late,1,True,Condo,1096466,58.78%,Pending
CUST1243,Ryan,Patel,46,Southwest,OK,318298,Affluent,32%,570,19%,249813,120,5.14,5.32,Auto Loan,Full-Time,1 late,2,False,Multi-Family,179978,138.8%,Approved
CUST1244,Emily,Singh,32,West,CA,114244,Middle,22%,591,15%,413877,180,7.71,7.81,Auto Loan,Part-Time,2+ delinquencies,2,False,Multi-Family,274555,150.74%,Pending
